DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/26/2020,NIGHT,7 6 7,521,"$72,124"
04/26/2020,EVENING,4 6 2,"3,424","$280,026"
04/26/2020,MIDDAY,9 6 4,"1,224","$107,183"
04/25/2020,NIGHT,5 5 7,696,"$110,076"
04/25/2020,EVENING,4 6 9,"1,256","$180,868"
04/25/2020,MIDDAY,5 5 7,"1,139","$202,894"
04/24/2020,NIGHT,1 0 8,"3,527","$539,767"
04/24/2020,EVENING,1 0 0,"5,260","$1,278,450"
04/24/2020,MIDDAY,5 1 4,"3,341","$449,787"
04/23/2020,NIGHT,8 7 8,938,"$219,658"
04/23/2020,EVENING,8 0 0,"2,454","$552,370"
04/23/2020,MIDDAY,5 4 5,848,"$124,867"
04/22/2020,NIGHT,9 8 1,809,"$63,780"
04/22/2020,EVENING,6 1 1,"3,156","$647,838"
04/22/2020,MIDDAY,3 9 7,"1,630","$153,617"
04/21/2020,NIGHT,4 3 8,674,"$55,705"
04/21/2020,EVENING,9 2 3,"2,736","$370,651"
04/21/2020,MIDDAY,2 6 4,"2,891","$236,865"
04/20/2020,NIGHT,7 2 8,958,"$138,037"
04/20/2020,EVENING,1 8 8,"2,330","$421,989"
