DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/09/2022,MIDDAY,5 7 5,997,"$136,788"
06/08/2022,NIGHT,4 1 7,"3,065","$398,474"
06/08/2022,EVENING,1 4 1,"2,066","$278,367"
06/08/2022,MIDDAY,4 9 0,"1,454","$97,479"
06/07/2022,NIGHT,5 7 7,"1,414","$199,537"
06/07/2022,EVENING,5 3 7,"4,569","$371,303"
06/07/2022,MIDDAY,7 4 7,975,"$158,166"
06/06/2022,NIGHT,8 1 5,"1,293","$116,756"
06/06/2022,EVENING,8 3 7,"1,949","$168,502"
06/06/2022,MIDDAY,2 2 8,"1,846","$317,110"
06/05/2022,NIGHT,4 5 7,710,"$69,178"
06/05/2022,EVENING,3 8 3,"1,172","$176,803"
06/05/2022,MIDDAY,4 1 0,"2,743","$328,415"
06/04/2022,NIGHT,3 6 8,"1,790","$214,275"
06/04/2022,EVENING,6 0 5,"2,678","$355,861"
06/04/2022,MIDDAY,2 4 2,"5,551","$921,949"
06/03/2022,NIGHT,9 3 6,"1,346","$91,709"
06/03/2022,EVENING,0 3 9,"2,107","$158,301"
06/03/2022,MIDDAY,4 6 1,"3,669","$344,982"
06/02/2022,NIGHT,4 9 7,890,"$74,435"
