DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/17/2021,NIGHT,7 2 7,"2,856","$590,204"
12/17/2021,EVENING,7 3 5,"3,751","$294,582"
12/17/2021,MIDDAY,4 8 8,"1,055","$157,390"
12/16/2021,NIGHT,6 8 6,509,"$64,817"
12/16/2021,EVENING,9 1 0,"4,728","$518,564"
12/16/2021,MIDDAY,0 9 1,"3,821","$243,608"
12/15/2021,NIGHT,1 5 8,"1,583","$153,699"
12/15/2021,EVENING,0 5 9,"1,239","$103,467"
12/15/2021,MIDDAY,3 9 0,"1,649","$151,931"
12/14/2021,NIGHT,9 2 2,"3,417","$641,639"
12/14/2021,EVENING,4 0 6,"1,281","$116,727"
12/14/2021,MIDDAY,6 3 4,"1,371","$115,715"
12/13/2021,NIGHT,5 2 9,"1,359","$156,086"
12/13/2021,EVENING,2 9 3,"2,805","$243,116"
12/13/2021,MIDDAY,9 5 0,"1,220","$98,164"
12/12/2021,NIGHT,4 8 2,"1,046","$73,731"
12/12/2021,EVENING,1 6 8,"1,638","$147,657"
12/12/2021,MIDDAY,0 5 3,"2,179","$164,978"
12/11/2021,NIGHT,8 3 3,918,"$137,062"
12/11/2021,EVENING,2 9 1,"3,465","$244,961"
