DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/08/2018,NIGHT,9 7 1,900,"$58,512"
03/08/2018,EVENING,1 5 3,"4,832","$361,374"
03/08/2018,MIDDAY,7 7 1,"1,875","$304,905"
03/07/2018,NIGHT,8 4 7,928,"$93,618"
03/07/2018,EVENING,1 7 0,"3,323","$280,882"
03/07/2018,MIDDAY,0 3 6,"1,905","$129,008"
03/06/2018,NIGHT,7 2 0,"1,194","$147,285"
03/06/2018,EVENING,1 2 9,"6,600","$795,562"
03/06/2018,MIDDAY,2 3 6,"3,091","$297,477"
03/05/2018,NIGHT,0 5 7,686,"$59,829"
03/05/2018,EVENING,7 2 2,"3,731","$784,720"
03/05/2018,MIDDAY,3 9 9,674,"$106,779"
03/04/2018,NIGHT,7 5 4,724,"$103,791"
03/04/2018,EVENING,2 5 4,"2,699","$275,944"
03/04/2018,MIDDAY,7 9 1,"2,083","$159,240"
03/03/2018,NIGHT,8 1 9,"1,328","$189,869"
03/03/2018,EVENING,6 8 3,"1,704","$143,253"
03/03/2018,MIDDAY,5 5 6,956,"$145,295"
03/02/2018,NIGHT,1 6 2,"1,916","$149,505"
03/02/2018,EVENING,3 8 1,"3,966","$297,402"
