DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/02/2022,EVENING,1 3 6,"3,751","$316,516"
02/02/2022,MIDDAY,3 7 5,"2,825","$229,584"
02/01/2022,NIGHT,6 0 4,945,"$107,699"
02/01/2022,EVENING,2 8 8,"2,910","$509,428"
02/01/2022,MIDDAY,6 2 5,"3,125","$365,757"
01/31/2022,NIGHT,1 8 0,"3,725","$335,044"
01/31/2022,EVENING,0 0 0,"11,740","$2,811,395"
01/31/2022,MIDDAY,9 2 5,"1,603","$190,818"
01/30/2022,NIGHT,2 1 4,"1,985","$187,441"
01/30/2022,EVENING,8 3 5,"1,273","$108,884"
01/30/2022,MIDDAY,8 1 1,"4,162","$757,667"
01/29/2022,NIGHT,0 2 0,700,"$72,983"
01/29/2022,EVENING,7 8 0,"1,208","$96,711"
01/29/2022,MIDDAY,2 4 5,"2,186","$211,503"
01/28/2022,NIGHT,9 4 8,635,"$66,438"
01/28/2022,EVENING,0 3 3,"1,806","$234,938"
01/28/2022,MIDDAY,5 0 0,"1,420","$259,953"
01/27/2022,NIGHT,3 8 2,"1,239","$93,911"
01/27/2022,EVENING,7 9 6,"5,615","$456,493"
01/27/2022,MIDDAY,2 9 2,"1,957","$281,926"
