DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/07/2021,EVENING,2 6 6,"1,648","$301,955"
02/07/2021,MIDDAY,5 8 4,"1,019","$117,773"
02/06/2021,NIGHT,9 7 2,896,"$73,808"
02/06/2021,EVENING,1 5 6,"3,294","$347,313"
02/06/2021,MIDDAY,9 6 0,"1,698","$152,183"
02/05/2021,NIGHT,5 6 5,706,"$140,091"
02/05/2021,EVENING,0 6 9,"2,603","$235,083"
02/05/2021,MIDDAY,9 3 2,"2,881","$250,782"
02/04/2021,NIGHT,5 1 4,"1,297","$167,035"
02/04/2021,EVENING,4 0 7,"2,120","$281,323"
02/04/2021,MIDDAY,4 6 2,"3,610","$343,507"
02/03/2021,NIGHT,6 5 3,794,"$72,602"
02/03/2021,EVENING,0 2 4,"3,493","$303,133"
02/03/2021,MIDDAY,2 7 9,"2,554","$266,290"
02/02/2021,NIGHT,4 1 6,"1,513","$272,594"
02/02/2021,EVENING,9 3 7,"1,304","$101,170"
02/02/2021,MIDDAY,6 4 7,"1,411","$171,688"
02/01/2021,NIGHT,7 8 6,"1,945","$206,437"
02/01/2021,EVENING,8 4 4,860,"$135,860"
02/01/2021,MIDDAY,2 2 2,"6,214","$2,209,608"
