DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/06/2022,NIGHT,8 6 2,"1,997","$200,032"
05/06/2022,EVENING,6 3 2,"3,495","$277,110"
05/06/2022,MIDDAY,6 2 1,"4,274","$459,883"
05/05/2022,NIGHT,7 8 4,868,"$65,648"
05/05/2022,EVENING,5 1 2,"5,949","$701,891"
05/05/2022,MIDDAY,9 5 7,"2,358","$213,640"
05/04/2022,NIGHT,9 0 4,"1,324","$148,249"
05/04/2022,EVENING,0 1 5,"3,519","$246,328"
05/04/2022,MIDDAY,7 6 2,"1,944","$174,984"
05/03/2022,NIGHT,6 7 5,"2,823","$256,400"
05/03/2022,EVENING,4 5 0,"3,389","$263,220"
05/03/2022,MIDDAY,5 0 3,"4,922","$593,642"
05/02/2022,NIGHT,3 5 5,"1,115","$155,350"
05/02/2022,EVENING,5 1 0,"5,569","$715,540"
05/02/2022,MIDDAY,5 0 3,"3,467","$416,563"
05/01/2022,NIGHT,5 8 5,708,"$118,171"
05/01/2022,EVENING,4 1 2,"6,229","$729,165"
05/01/2022,MIDDAY,2 7 7,"1,189","$168,893"
04/30/2022,NIGHT,5 1 9,"2,366","$302,584"
04/30/2022,EVENING,0 6 1,"2,373","$184,056"
