DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/04/2018,NIGHT,9 6 6,451,"$65,490"
09/04/2018,EVENING,3 5 9,"1,425","$176,249"
09/04/2018,MIDDAY,8 7 9,"4,451","$420,692"
09/03/2018,NIGHT,7 2 4,"1,153","$146,204"
09/03/2018,EVENING,3 1 7,"3,648","$450,778"
09/03/2018,MIDDAY,9 8 0,"2,248","$207,110"
09/02/2018,NIGHT,3 4 4,572,"$73,204"
09/02/2018,EVENING,8 1 3,"3,846","$441,584"
09/02/2018,MIDDAY,6 6 4,894,"$111,571"
09/01/2018,NIGHT,6 7 2,993,"$73,124"
09/01/2018,EVENING,5 4 5,"1,905","$349,617"
09/01/2018,MIDDAY,5 3 5,"1,101","$177,268"
08/31/2018,NIGHT,2 7 5,"1,751","$159,838"
08/31/2018,EVENING,4 4 2,"1,955","$329,975"
08/31/2018,MIDDAY,1 5 3,"4,902","$390,543"
08/30/2018,NIGHT,2 5 2,842,"$128,578"
08/30/2018,EVENING,9 0 1,"4,833","$521,093"
08/30/2018,MIDDAY,1 1 5,"2,141","$443,168"
08/29/2018,NIGHT,5 3 5,551,"$74,096"
08/29/2018,EVENING,3 3 9,841,"$142,880"
