DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/22/2020,NIGHT,1 1 8,"2,016","$424,856"
12/22/2020,EVENING,3 2 5,"2,131","$317,818"
12/22/2020,MIDDAY,0 0 7,"1,417","$235,916"
12/21/2020,NIGHT,6 8 1,906,"$72,890"
12/21/2020,EVENING,7 1 1,"4,407","$1,047,638"
12/21/2020,MIDDAY,0 8 3,"1,218","$74,082"
12/20/2020,NIGHT,5 9 9,315,"$45,648"
12/20/2020,EVENING,8 2 6,"1,783","$234,423"
12/20/2020,MIDDAY,2 0 5,"1,875","$190,181"
12/19/2020,NIGHT,9 1 3,"1,320","$197,604"
12/19/2020,EVENING,3 2 4,"5,531","$772,246"
12/19/2020,MIDDAY,2 5 3,"1,783","$143,446"
12/18/2020,NIGHT,0 6 2,"1,181","$85,331"
12/18/2020,EVENING,4 1 8,"3,815","$659,290"
12/18/2020,MIDDAY,5 9 9,693,"$106,934"
12/17/2020,NIGHT,3 6 3,458,"$92,745"
12/17/2020,EVENING,9 1 8,"2,821","$352,910"
12/17/2020,MIDDAY,4 0 9,"1,686","$331,440"
12/16/2020,NIGHT,8 6 2,"1,093","$95,062"
12/16/2020,EVENING,9 5 3,"1,563","$134,940"
