DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/15/2018,EVENING,9 2 1,"4,502","$453,711"
03/15/2018,MIDDAY,0 1 2,"5,493","$369,188"
03/14/2018,NIGHT,6 6 3,695,"$125,971"
03/14/2018,EVENING,8 0 1,"5,562","$680,001"
03/14/2018,MIDDAY,7 7 3,"1,196","$194,461"
03/13/2018,NIGHT,3 9 0,"1,377","$131,260"
03/13/2018,EVENING,4 4 9,"1,252","$218,178"
03/13/2018,MIDDAY,4 9 0,"1,707","$146,008"
03/12/2018,NIGHT,2 8 5,"1,176","$127,684"
03/12/2018,EVENING,9 4 8,"1,114","$93,349"
03/12/2018,MIDDAY,8 3 8,901,"$178,188"
03/11/2018,NIGHT,3 6 0,603,"$57,321"
03/11/2018,EVENING,6 1 7,"3,364","$439,245"
03/11/2018,MIDDAY,1 0 6,"2,173","$279,127"
03/10/2018,NIGHT,5 4 8,984,"$104,278"
03/10/2018,EVENING,8 4 8,"1,276","$213,099"
03/10/2018,MIDDAY,8 3 4,"1,244","$124,919"
03/09/2018,NIGHT,5 6 4,"2,643","$280,036"
03/09/2018,EVENING,4 5 3,"3,668","$313,320"
03/09/2018,MIDDAY,0 9 8,"2,022","$138,882"
