DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
10/21/2018,EVENING,4 2 1,"3,399","$442,189"
10/21/2018,MIDDAY,2 9 2,"1,152","$171,071"
10/20/2018,NIGHT,3 2 8,"1,757","$218,795"
10/20/2018,EVENING,2 8 3,"2,411","$201,232"
10/20/2018,MIDDAY,5 4 4,"1,062","$165,452"
10/19/2018,NIGHT,6 4 8,992,"$100,225"
10/19/2018,EVENING,4 2 8,"2,702","$351,988"
10/19/2018,MIDDAY,1 8 1,"4,584","$973,117"
10/18/2018,NIGHT,4 9 2,810,"$60,352"
10/18/2018,EVENING,9 1 3,"3,903","$511,698"
10/18/2018,MIDDAY,1 8 7,"2,734","$338,283"
10/17/2018,NIGHT,1 8 6,855,"$76,688"
10/17/2018,EVENING,9 3 8,"1,393","$128,177"
10/17/2018,MIDDAY,4 0 8,935,"$90,256"
10/16/2018,NIGHT,1 4 3,"1,169","$108,022"
10/16/2018,EVENING,3 0 6,"1,455","$143,145"
10/16/2018,MIDDAY,9 2 1,"3,972","$384,296"
10/15/2018,NIGHT,0 2 7,"1,194","$90,603"
10/15/2018,EVENING,7 0 2,"2,185","$240,837"
10/15/2018,MIDDAY,7 7 6,934,"$148,261"
