DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/05/2023,MIDDAY,6 6 1,"1,181","$161,503"
04/04/2023,NIGHT,8 3 3,774,"$117,818"
04/04/2023,EVENING,7 1 8,"2,789","$343,137"
04/04/2023,MIDDAY,7 5 5,"1,326","$184,958"
04/03/2023,NIGHT,2 5 7,"1,853","$195,612"
04/03/2023,EVENING,2 9 9,"1,221","$175,732"
04/03/2023,MIDDAY,6 7 1,"2,356","$172,945"
04/02/2023,NIGHT,0 0 9,"1,677","$226,941"
04/02/2023,EVENING,0 9 1,"2,865","$172,645"
04/02/2023,MIDDAY,5 4 0,"1,519","$132,872"
04/01/2023,NIGHT,5 6 3,947,"$71,227"
04/01/2023,EVENING,8 7 8,"1,245","$163,513"
04/01/2023,MIDDAY,2 7 3,"2,315","$169,070"
03/31/2023,NIGHT,8 7 9,"1,865","$173,825"
03/31/2023,EVENING,0 5 6,"1,569","$125,200"
03/31/2023,MIDDAY,3 2 5,"4,076","$617,012"
03/30/2023,NIGHT,5 4 7,915,"$78,028"
03/30/2023,EVENING,9 8 3,"1,108","$98,385"
03/30/2023,MIDDAY,1 3 3,"3,750","$527,556"
03/29/2023,NIGHT,5 8 2,"1,222","$101,313"
