DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/25/2021,MIDDAY,5 6 4,"2,828","$272,019"
01/24/2021,NIGHT,5 5 2,"2,635","$678,481"
01/24/2021,EVENING,5 2 9,"1,741","$214,603"
01/24/2021,MIDDAY,9 5 2,"1,162","$92,444"
01/23/2021,NIGHT,3 6 3,461,"$83,151"
01/23/2021,EVENING,8 1 2,"4,207","$490,641"
01/23/2021,MIDDAY,3 1 3,"2,154","$449,949"
01/22/2021,NIGHT,0 4 8,"1,008","$96,446"
01/22/2021,EVENING,9 8 4,940,"$83,463"
01/22/2021,MIDDAY,7 0 1,"3,136","$311,814"
01/21/2021,NIGHT,6 1 0,"2,085","$272,960"
01/21/2021,EVENING,2 5 4,"2,924","$283,181"
01/21/2021,MIDDAY,3 3 9,958,"$199,091"
01/20/2021,NIGHT,3 2 4,"1,633","$180,706"
01/20/2021,EVENING,3 6 0,"1,755","$150,075"
01/20/2021,MIDDAY,6 0 5,"1,046","$120,227"
01/19/2021,NIGHT,9 1 9,"1,680","$396,865"
01/19/2021,EVENING,9 7 3,"1,386","$150,183"
01/19/2021,MIDDAY,1 4 8,"1,812","$172,295"
01/18/2021,NIGHT,9 5 1,963,"$67,805"
