DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/16/2020,MIDDAY,8 3 3,"1,308","$242,405"
12/15/2020,NIGHT,4 9 0,954,"$81,756"
12/15/2020,EVENING,3 6 8,"1,576","$171,703"
12/15/2020,MIDDAY,0 3 1,"5,288","$378,093"
12/14/2020,NIGHT,7 1 7,966,"$244,985"
12/14/2020,EVENING,3 9 6,"2,298","$257,650"
12/14/2020,MIDDAY,8 1 3,"2,965","$361,024"
12/13/2020,NIGHT,0 3 8,952,"$67,516"
12/13/2020,EVENING,9 1 2,"4,847","$695,018"
12/13/2020,MIDDAY,3 1 8,"2,702","$380,728"
12/12/2020,NIGHT,3 6 6,469,"$72,449"
12/12/2020,EVENING,3 5 0,"1,865","$193,289"
12/12/2020,MIDDAY,6 6 1,176,"$30,635"
12/11/2020,NIGHT,7 8 3,799,"$61,672"
12/11/2020,EVENING,8 5 0,"1,548","$141,047"
12/11/2020,MIDDAY,8 5 7,"1,778","$215,144"
12/10/2020,NIGHT,4 7 8,845,"$120,725"
12/10/2020,EVENING,2 2 0,"1,823","$301,584"
12/10/2020,MIDDAY,1 8 6,"2,135","$201,929"
12/09/2020,NIGHT,0 8 4,707,"$51,853"
