DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/24/2018,EVENING,4 4 7,"1,045","$186,310"
04/24/2018,MIDDAY,5 7 2,"2,120","$213,790"
04/23/2018,NIGHT,1 7 5,"1,561","$160,733"
04/23/2018,EVENING,1 1 6,"2,112","$399,675"
04/23/2018,MIDDAY,0 0 9,"1,477","$215,377"
04/22/2018,NIGHT,0 6 9,713,"$49,230"
04/22/2018,EVENING,7 4 6,"1,125","$99,663"
04/22/2018,MIDDAY,4 3 2,"2,139","$182,587"
04/21/2018,NIGHT,4 0 7,874,"$120,388"
04/21/2018,EVENING,0 6 8,"1,102","$76,293"
04/21/2018,MIDDAY,5 6 9,"1,559","$155,310"
04/20/2018,NIGHT,6 8 2,"1,183","$85,974"
04/20/2018,EVENING,4 9 4,827,"$121,521"
04/20/2018,MIDDAY,3 0 6,"1,703","$186,317"
04/19/2018,NIGHT,2 4 3,"1,613","$133,798"
04/19/2018,EVENING,8 4 1,"2,948","$198,472"
04/19/2018,MIDDAY,7 0 2,"1,963","$217,438"
04/18/2018,NIGHT,2 4 9,"1,256","$128,083"
04/18/2018,EVENING,1 4 0,"2,676","$204,347"
04/18/2018,MIDDAY,8 4 2,"2,552","$187,656"
