DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/17/2020,NIGHT,9 5 5,584,"$106,200"
03/17/2020,EVENING,2 8 5,"1,909","$182,154"
03/17/2020,MIDDAY,6 9 4,927,"$83,187"
03/16/2020,NIGHT,9 3 0,804,"$86,231"
03/16/2020,EVENING,9 5 4,937,"$81,438"
03/16/2020,MIDDAY,7 5 3,"2,464","$224,883"
03/15/2020,NIGHT,1 7 0,"1,240","$112,596"
03/15/2020,EVENING,8 9 3,"1,143","$110,282"
03/15/2020,MIDDAY,7 4 7,513,"$106,463"
03/14/2020,NIGHT,3 2 5,"1,209","$149,433"
03/14/2020,EVENING,1 7 9,"1,605","$146,003"
03/14/2020,MIDDAY,5 6 0,"1,401","$102,589"
03/13/2020,NIGHT,1 1 0,"7,327","$1,864,175"
03/13/2020,EVENING,5 4 9,"1,411","$133,959"
03/13/2020,MIDDAY,0 7 6,"1,325","$97,504"
03/12/2020,NIGHT,7 4 5,"1,109","$105,661"
03/12/2020,EVENING,7 5 9,"2,762","$296,689"
03/12/2020,MIDDAY,2 4 4,"1,611","$249,674"
03/11/2020,NIGHT,6 8 0,672,"$63,694"
03/11/2020,EVENING,0 2 4,"1,988","$149,916"
