DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/09/2022,MIDDAY,3 0 0,"1,866","$314,698"
02/08/2022,NIGHT,2 3 5,"1,771","$170,457"
02/08/2022,EVENING,4 7 9,"1,604","$174,605"
02/08/2022,MIDDAY,5 4 5,"1,606","$255,929"
02/07/2022,NIGHT,4 8 7,756,"$58,807"
02/07/2022,EVENING,7 4 5,"1,871","$202,550"
02/07/2022,MIDDAY,1 2 6,"3,436","$400,967"
02/06/2022,NIGHT,4 1 5,"1,720","$210,063"
02/06/2022,EVENING,2 2 8,"2,658","$489,506"
02/06/2022,MIDDAY,7 8 5,"1,495","$129,524"
02/05/2022,NIGHT,2 5 4,"1,337","$125,354"
02/05/2022,EVENING,9 0 0,"3,091","$573,514"
02/05/2022,MIDDAY,7 7 6,"1,794","$262,419"
02/04/2022,NIGHT,1 7 6,"2,381","$245,535"
02/04/2022,EVENING,3 7 1,"4,821","$387,825"
02/04/2022,MIDDAY,2 7 2,"2,832","$432,627"
02/03/2022,NIGHT,6 0 6,"1,619","$294,251"
02/03/2022,EVENING,5 6 4,"3,690","$323,940"
02/03/2022,MIDDAY,1 2 5,"8,295","$1,217,458"
02/02/2022,NIGHT,8 0 5,"1,381","$144,532"
