DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/03/2018,EVENING,6 9 4,"1,160","$93,101"
06/03/2018,MIDDAY,1 9 5,"1,656","$143,031"
06/02/2018,NIGHT,8 7 1,"1,618","$126,851"
06/02/2018,EVENING,7 5 7,884,"$134,474"
06/02/2018,MIDDAY,1 3 6,"3,558","$353,822"
06/01/2018,NIGHT,8 5 4,652,"$56,187"
06/01/2018,EVENING,2 2 9,"2,000","$369,752"
06/01/2018,MIDDAY,1 5 9,"2,211","$241,755"
05/31/2018,NIGHT,0 2 9,961,"$76,776"
05/31/2018,EVENING,3 3 0,"3,606","$795,444"
05/31/2018,MIDDAY,4 8 2,"1,807","$133,999"
05/30/2018,NIGHT,1 8 0,"1,952","$182,982"
05/30/2018,EVENING,1 8 5,"2,256","$192,712"
05/30/2018,MIDDAY,0 1 6,"2,657","$172,905"
05/29/2018,NIGHT,1 7 4,"1,070","$94,197"
05/29/2018,EVENING,1 9 5,"1,953","$172,681"
05/29/2018,MIDDAY,0 1 1,"6,410","$972,183"
05/28/2018,NIGHT,1 7 3,"1,219","$92,359"
05/28/2018,EVENING,4 5 2,"2,465","$212,687"
05/28/2018,MIDDAY,8 3 7,912,"$68,395"
