DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
10/12/2021,MIDDAY,8 7 2,"1,863","$141,009"
10/11/2021,NIGHT,9 7 2,"1,186","$100,579"
10/11/2021,EVENING,1 1 3,"5,390","$957,146"
10/11/2021,MIDDAY,9 8 8,"1,557","$203,303"
10/10/2021,NIGHT,3 5 6,627,"$50,532"
10/10/2021,EVENING,1 2 1,"3,795","$606,995"
10/10/2021,MIDDAY,6 3 9,"2,128","$190,696"
10/09/2021,NIGHT,6 4 3,690,"$64,655"
10/09/2021,EVENING,8 9 9,"1,729","$228,769"
10/09/2021,MIDDAY,8 8 6,680,"$75,089"
10/08/2021,NIGHT,8 0 2,"1,615","$164,924"
10/08/2021,EVENING,5 0 4,"1,957","$213,051"
10/08/2021,MIDDAY,3 8 0,"2,524","$215,092"
10/07/2021,NIGHT,3 9 9,508,"$64,678"
10/07/2021,EVENING,1 5 7,"2,397","$192,482"
10/07/2021,MIDDAY,2 2 4,"3,584","$632,380"
10/06/2021,NIGHT,2 5 7,"2,088","$224,631"
10/06/2021,EVENING,6 1 9,"3,183","$359,585"
10/06/2021,MIDDAY,7 9 6,"7,006","$663,986"
10/05/2021,NIGHT,3 8 4,"1,061","$121,933"
