DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/02/2021,MIDDAY,0 8 0,"2,581","$396,027"
09/01/2021,NIGHT,1 8 0,"3,649","$291,879"
09/01/2021,EVENING,0 1 6,"3,094","$221,326"
09/01/2021,MIDDAY,6 2 8,"3,462","$405,513"
08/31/2021,NIGHT,6 3 6,650,"$87,699"
08/31/2021,EVENING,8 6 1,"1,893","$133,038"
08/31/2021,MIDDAY,7 6 7,873,"$119,347"
08/30/2021,NIGHT,3 0 6,"1,299","$157,152"
08/30/2021,EVENING,7 1 5,"1,965","$230,082"
08/30/2021,MIDDAY,4 8 5,"1,486","$125,716"
08/29/2021,NIGHT,4 5 9,657,"$56,723"
08/29/2021,EVENING,8 3 2,"2,828","$233,882"
08/29/2021,MIDDAY,8 4 4,556,"$75,794"
08/28/2021,NIGHT,6 5 7,"2,688","$231,405"
08/28/2021,EVENING,9 4 5,"1,578","$154,538"
08/28/2021,MIDDAY,7 0 2,"1,511","$148,303"
08/27/2021,NIGHT,9 8 9,"1,437","$238,959"
08/27/2021,EVENING,8 8 4,870,"$135,295"
08/27/2021,MIDDAY,2 8 7,"3,590","$257,432"
08/26/2021,NIGHT,6 2 4,"2,245","$275,459"
