DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/15/2021,EVENING,8 1 2,"4,509","$515,811"
09/15/2021,MIDDAY,7 0 7,"1,837","$324,163"
09/14/2021,NIGHT,6 2 1,"2,014","$234,876"
09/14/2021,EVENING,0 5 5,"1,329","$173,597"
09/14/2021,MIDDAY,4 5 2,"2,433","$193,577"
09/13/2021,NIGHT,3 6 4,649,"$69,183"
09/13/2021,EVENING,6 8 6,789,"$119,770"
09/13/2021,MIDDAY,9 4 1,"3,289","$267,084"
09/12/2021,NIGHT,5 0 8,"1,014","$126,971"
09/12/2021,EVENING,4 4 1,"2,008","$298,455"
09/12/2021,MIDDAY,3 2 7,"2,347","$264,544"
09/11/2021,NIGHT,9 8 6,"1,064","$92,624"
09/11/2021,EVENING,7 6 0,"1,475","$118,708"
09/11/2021,MIDDAY,3 8 2,"2,178","$168,627"
09/10/2021,NIGHT,9 7 5,"1,275","$139,454"
09/10/2021,EVENING,8 7 4,"1,718","$140,361"
09/10/2021,MIDDAY,6 6 6,"10,239","$2,482,213"
09/09/2021,NIGHT,4 8 2,"1,407","$111,111"
09/09/2021,EVENING,8 7 1,"2,235","$170,803"
09/09/2021,MIDDAY,4 0 4,"4,502","$935,416"
