DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/13/2020,EVENING,9 0 4,"2,061","$239,308"
04/13/2020,MIDDAY,4 1 2,"5,617","$805,818"
04/12/2020,NIGHT,5 2 9,729,"$98,242"
04/12/2020,EVENING,1 5 3,"2,995","$269,854"
04/12/2020,MIDDAY,8 4 9,578,"$43,833"
04/11/2020,NIGHT,1 0 4,"2,238","$269,636"
04/11/2020,EVENING,5 6 5,994,"$169,869"
04/11/2020,MIDDAY,9 4 9,586,"$101,641"
04/10/2020,NIGHT,3 8 2,"1,776","$142,937"
04/10/2020,EVENING,2 4 0,"3,427","$285,282"
04/10/2020,MIDDAY,4 2 5,"3,185","$446,924"
04/09/2020,NIGHT,0 2 2,"1,657","$233,772"
04/09/2020,EVENING,3 1 1,"4,546","$864,397"
04/09/2020,MIDDAY,3 0 2,"1,631","$177,058"
04/08/2020,NIGHT,4 9 7,630,"$53,458"
04/08/2020,EVENING,4 0 4,"1,728","$381,415"
04/08/2020,MIDDAY,2 2 7,"1,827","$374,791"
04/07/2020,NIGHT,1 2 8,"1,936","$232,208"
04/07/2020,EVENING,6 8 7,"4,164","$352,419"
04/07/2020,MIDDAY,8 4 9,782,"$77,224"
