DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/11/2021,MIDDAY,6 4 2,"3,619","$332,049"
12/10/2021,NIGHT,1 4 1,"2,055","$294,431"
12/10/2021,EVENING,0 8 3,"2,090","$149,549"
12/10/2021,MIDDAY,0 7 9,"1,392","$115,817"
12/09/2021,NIGHT,4 9 8,875,"$69,574"
12/09/2021,EVENING,0 6 2,"1,841","$126,078"
12/09/2021,MIDDAY,9 4 4,746,"$102,025"
12/08/2021,NIGHT,2 6 3,"1,787","$131,343"
12/08/2021,EVENING,2 7 5,"3,306","$286,000"
12/08/2021,MIDDAY,5 3 2,"4,357","$389,955"
12/07/2021,NIGHT,4 3 1,"2,546","$245,502"
12/07/2021,EVENING,9 7 9,"1,122","$165,563"
12/07/2021,MIDDAY,6 4 0,"1,042","$84,204"
12/06/2021,NIGHT,3 7 4,"1,232","$119,861"
12/06/2021,EVENING,8 9 3,"1,171","$85,527"
12/06/2021,MIDDAY,8 5 3,"1,741","$155,466"
12/05/2021,NIGHT,7 3 8,921,"$90,086"
12/05/2021,EVENING,2 1 6,"4,041","$457,812"
12/05/2021,MIDDAY,3 8 4,"1,174","$96,430"
12/04/2021,NIGHT,4 2 4,"1,853","$335,053"
