DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/19/2019,EVENING,6 8 7,"2,465","$183,311"
04/19/2019,MIDDAY,4 5 5,"1,060","$165,962"
04/18/2019,NIGHT,3 1 1,"2,092","$344,359"
04/18/2019,EVENING,8 6 7,"3,484","$309,336"
04/18/2019,MIDDAY,9 5 8,"1,549","$168,836"
04/17/2019,NIGHT,6 6 6,"2,775","$947,378"
04/17/2019,EVENING,8 9 1,"2,138","$170,897"
04/17/2019,MIDDAY,2 7 0,"1,812","$140,461"
04/16/2019,NIGHT,4 2 0,"1,214","$171,813"
04/16/2019,EVENING,1 3 0,"4,503","$403,778"
04/16/2019,MIDDAY,6 5 2,"2,790","$225,223"
04/15/2019,NIGHT,1 6 8,939,"$93,294"
04/15/2019,EVENING,1 1 2,"4,242","$728,214"
04/15/2019,MIDDAY,4 2 3,"5,574","$801,399"
04/14/2019,NIGHT,8 1 1,"1,069","$192,450"
04/14/2019,EVENING,1 6 8,"1,259","$110,219"
04/14/2019,MIDDAY,3 7 4,"1,757","$173,103"
04/13/2019,NIGHT,9 4 7,577,"$50,005"
04/13/2019,EVENING,2 6 0,"1,485","$112,447"
04/13/2019,MIDDAY,3 7 3,982,"$178,207"
