DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/15/2022,NIGHT,7 7 7,"8,652","$2,112,704"
06/15/2022,EVENING,4 9 3,"1,429","$110,335"
06/15/2022,MIDDAY,2 8 3,"2,637","$206,237"
06/14/2022,NIGHT,8 6 3,816,"$84,600"
06/14/2022,EVENING,4 8 9,"1,093","$103,694"
06/14/2022,MIDDAY,8 6 7,"3,357","$286,433"
06/13/2022,NIGHT,7 8 5,"1,024","$92,791"
06/13/2022,EVENING,1 4 7,"1,851","$160,619"
06/13/2022,MIDDAY,2 9 9,"4,981","$980,370"
06/12/2022,NIGHT,4 9 6,499,"$39,133"
06/12/2022,EVENING,2 6 4,"2,394","$196,809"
06/12/2022,MIDDAY,3 3 1,"3,334","$569,058"
06/11/2022,NIGHT,4 3 7,"1,286","$134,400"
06/11/2022,EVENING,8 4 5,"1,330","$107,996"
06/11/2022,MIDDAY,9 1 2,"5,339","$615,525"
06/10/2022,NIGHT,9 2 0,"1,580","$167,737"
06/10/2022,EVENING,6 9 5,"1,973","$182,431"
06/10/2022,MIDDAY,8 5 3,"2,309","$225,515"
06/09/2022,NIGHT,8 7 8,671,"$84,571"
06/09/2022,EVENING,4 3 6,"1,475","$124,123"
