DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/08/2021,EVENING,7 3 5,"4,791","$370,499"
04/08/2021,MIDDAY,7 5 4,"1,888","$183,349"
04/07/2021,NIGHT,4 4 5,"1,147","$216,460"
04/07/2021,EVENING,2 8 9,"2,448","$269,475"
04/07/2021,MIDDAY,8 0 2,"2,767","$332,641"
04/06/2021,NIGHT,0 4 2,"1,491","$151,918"
04/06/2021,EVENING,5 7 2,"2,674","$209,405"
04/06/2021,MIDDAY,6 1 6,"1,632","$339,827"
04/05/2021,NIGHT,8 1 0,"2,500","$352,774"
04/05/2021,EVENING,5 8 5,803,"$134,489"
04/05/2021,MIDDAY,7 2 4,"2,616","$330,272"
04/04/2021,NIGHT,6 0 0,686,"$129,968"
04/04/2021,EVENING,4 3 8,"2,307","$259,040"
04/04/2021,MIDDAY,7 4 4,884,"$144,669"
04/03/2021,NIGHT,6 8 7,"1,891","$146,340"
04/03/2021,EVENING,3 3 4,"1,683","$329,175"
04/03/2021,MIDDAY,6 1 7,"1,973","$235,536"
04/02/2021,NIGHT,5 0 9,"1,122","$147,728"
04/02/2021,EVENING,9 8 8,"1,567","$257,095"
04/02/2021,MIDDAY,2 4 0,"4,382","$395,307"
