DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/28/2021,NIGHT,4 5 4,"1,226","$211,815"
09/28/2021,EVENING,6 9 5,"1,055","$80,348"
09/28/2021,MIDDAY,1 2 2,"4,575","$672,775"
09/27/2021,NIGHT,5 6 1,"1,865","$151,721"
09/27/2021,EVENING,1 3 3,"4,014","$566,635"
09/27/2021,MIDDAY,1 7 1,"3,450","$522,295"
09/26/2021,NIGHT,2 3 4,"1,982","$178,245"
09/26/2021,EVENING,3 5 6,"1,757","$190,276"
09/26/2021,MIDDAY,0 2 0,"1,377","$166,978"
09/25/2021,NIGHT,3 3 9,441,"$60,111"
09/25/2021,EVENING,2 7 4,"4,017","$336,023"
09/25/2021,MIDDAY,7 2 9,"3,490","$437,600"
09/24/2021,NIGHT,8 4 5,977,"$88,734"
09/24/2021,EVENING,7 9 3,"1,682","$162,912"
09/24/2021,MIDDAY,3 3 3,"9,430","$2,245,856"
09/23/2021,NIGHT,2 2 1,"5,081","$837,160"
09/23/2021,EVENING,3 1 5,"4,115","$487,366"
09/23/2021,MIDDAY,5 9 6,"1,223","$104,491"
09/22/2021,NIGHT,8 8 5,754,"$122,881"
09/22/2021,EVENING,2 0 6,"1,837","$165,678"
