DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/06/2020,NIGHT,7 2 6,692,"$76,478"
02/06/2020,EVENING,2 8 9,"1,822","$184,883"
02/06/2020,MIDDAY,2 1 9,"5,001","$642,622"
02/05/2020,NIGHT,7 0 1,"1,689","$181,640"
02/05/2020,EVENING,1 8 0,"2,919","$264,318"
02/05/2020,MIDDAY,0 7 9,"1,348","$98,085"
02/04/2020,NIGHT,6 9 8,485,"$38,039"
02/04/2020,EVENING,7 6 2,"1,562","$131,525"
02/04/2020,MIDDAY,1 4 7,"2,051","$198,064"
02/03/2020,NIGHT,8 4 5,696,"$68,240"
02/03/2020,EVENING,5 5 6,845,"$115,800"
02/03/2020,MIDDAY,0 3 6,"1,891","$133,993"
02/02/2020,NIGHT,5 6 8,668,"$80,266"
02/02/2020,EVENING,0 5 2,"1,306","$119,020"
02/02/2020,MIDDAY,2 2 8,"1,855","$380,143"
02/01/2020,NIGHT,7 6 3,640,"$58,989"
02/01/2020,EVENING,6 0 6,"1,469","$289,912"
02/01/2020,MIDDAY,6 8 2,"2,063","$182,129"
01/31/2020,NIGHT,8 4 6,901,"$76,908"
01/31/2020,EVENING,6 5 5,"1,120","$167,352"
