DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/04/2020,EVENING,7 2 4,"2,320","$261,055"
01/04/2020,MIDDAY,9 1 6,"2,016","$264,157"
01/03/2020,NIGHT,4 1 5,"2,986","$415,620"
01/03/2020,EVENING,8 9 5,"1,314","$127,528"
01/03/2020,MIDDAY,4 1 0,"3,786","$460,092"
01/02/2020,NIGHT,4 7 1,935,"$72,787"
01/02/2020,EVENING,8 8 2,"1,025","$155,646"
01/02/2020,MIDDAY,3 5 3,"1,214","$243,702"
01/01/2020,NIGHT,6 7 1,827,"$74,765"
01/01/2020,EVENING,7 5 3,"2,458","$216,781"
01/01/2020,MIDDAY,9 8 0,"1,280","$96,214"
12/31/2019,NIGHT,2 0 6,"1,055","$112,660"
12/31/2019,EVENING,6 1 6,"1,502","$314,464"
12/31/2019,MIDDAY,4 8 3,"1,176","$92,220"
12/30/2019,NIGHT,4 2 5,"2,350","$376,812"
12/30/2019,EVENING,9 2 4,"1,917","$239,132"
12/30/2019,MIDDAY,3 1 3,"3,165","$721,964"
12/29/2019,NIGHT,8 3 0,"1,469","$169,079"
12/29/2019,EVENING,3 6 9,"1,933","$354,736"
12/29/2019,MIDDAY,5 3 2,"1,936","$187,219"
