DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/06/2020,NIGHT,9 6 7,"1,664","$122,223"
04/06/2020,EVENING,6 8 3,"1,765","$173,186"
04/06/2020,MIDDAY,7 0 3,"1,315","$142,638"
04/05/2020,NIGHT,1 8 0,"1,958","$160,286"
04/05/2020,EVENING,2 3 1,"12,851","$961,558"
04/05/2020,MIDDAY,6 1 3,"2,681","$362,388"
04/04/2020,NIGHT,1 5 1,"1,464","$242,757"
04/04/2020,EVENING,8 8 3,788,"$136,877"
04/04/2020,MIDDAY,9 7 0,"1,306","$97,609"
04/03/2020,NIGHT,0 6 7,601,"$41,215"
04/03/2020,EVENING,4 6 6,942,"$115,824"
04/03/2020,MIDDAY,0 1 0,"3,856","$648,213"
04/02/2020,NIGHT,4 4 8,433,"$70,604"
04/02/2020,EVENING,7 8 7,"1,904","$372,855"
04/02/2020,MIDDAY,7 8 3,"1,222","$100,866"
04/01/2020,NIGHT,0 9 2,"1,014","$65,636"
04/01/2020,EVENING,2 2 4,"2,721","$515,885"
04/01/2020,MIDDAY,5 7 4,"1,197","$99,662"
03/31/2020,NIGHT,0 6 9,811,"$72,561"
03/31/2020,EVENING,2 3 2,"2,559","$382,758"
