DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/16/2019,MIDDAY,5 9 4,"1,191","$94,992"
01/15/2019,NIGHT,1 2 5,"2,807","$434,458"
01/15/2019,EVENING,1 9 5,"2,238","$218,282"
01/15/2019,MIDDAY,3 6 2,"2,364","$232,090"
01/14/2019,NIGHT,9 2 6,759,"$81,844"
01/14/2019,EVENING,3 9 9,709,"$120,405"
01/14/2019,MIDDAY,5 7 1,"2,011","$154,648"
01/13/2019,NIGHT,6 4 6,328,"$47,166"
01/13/2019,EVENING,7 1 3,"2,551","$269,624"
01/13/2019,MIDDAY,4 0 9,"1,556","$240,757"
01/12/2019,NIGHT,0 2 7,992,"$70,730"
01/12/2019,EVENING,7 4 8,"1,298","$138,803"
01/12/2019,MIDDAY,2 7 9,"1,895","$172,802"
01/11/2019,NIGHT,5 5 4,720,"$138,420"
01/11/2019,EVENING,1 2 7,"5,255","$609,621"
01/11/2019,MIDDAY,3 7 3,996,"$195,658"
01/10/2019,NIGHT,4 3 6,584,"$43,984"
01/10/2019,EVENING,2 1 7,"7,436","$860,786"
01/10/2019,MIDDAY,4 5 7,"1,486","$138,671"
01/09/2019,NIGHT,8 6 8,495,"$67,878"
