DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/27/2018,MIDDAY,4 3 0,"1,827","$195,049"
12/26/2018,NIGHT,2 7 4,845,"$70,339"
12/26/2018,EVENING,6 3 4,"1,230","$100,533"
12/26/2018,MIDDAY,8 0 2,"1,193","$119,443"
12/25/2018,NIGHT,4 6 4,307,"$43,847"
12/25/2018,EVENING,8 6 9,926,"$79,280"
12/25/2018,MIDDAY,5 3 8,"1,219","$132,961"
12/24/2018,NIGHT,9 7 5,686,"$80,668"
12/24/2018,EVENING,3 7 5,"3,055","$265,808"
12/24/2018,MIDDAY,1 8 3,"3,186","$255,748"
12/23/2018,NIGHT,1 9 1,"1,499","$231,444"
12/23/2018,EVENING,3 8 7,"1,537","$151,135"
12/23/2018,MIDDAY,0 4 1,"1,693","$111,977"
12/22/2018,NIGHT,1 1 9,"1,570","$257,182"
12/22/2018,EVENING,5 3 5,"1,149","$197,570"
12/22/2018,MIDDAY,2 2 1,"6,045","$1,057,574"
12/21/2018,NIGHT,0 4 1,"1,744","$138,458"
12/21/2018,EVENING,9 1 7,"2,219","$248,673"
12/21/2018,MIDDAY,7 3 2,"3,016","$266,633"
12/20/2018,NIGHT,0 4 7,"1,039","$93,169"
