DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/12/2021,NIGHT,8 6 7,"2,030","$176,748"
03/12/2021,EVENING,5 0 2,"2,365","$227,812"
03/12/2021,MIDDAY,8 8 7,"1,247","$235,118"
03/11/2021,NIGHT,7 9 2,"1,631","$142,627"
03/11/2021,EVENING,2 2 7,"2,544","$569,859"
03/11/2021,MIDDAY,4 1 9,"3,109","$558,042"
03/10/2021,NIGHT,7 0 7,974,"$209,066"
03/10/2021,EVENING,0 8 6,"1,741","$142,412"
03/10/2021,MIDDAY,5 1 8,"2,819","$383,754"
03/09/2021,NIGHT,1 8 2,"2,568","$204,297"
03/09/2021,EVENING,7 3 6,"1,853","$201,265"
03/09/2021,MIDDAY,1 6 2,"2,701","$214,863"
03/08/2021,NIGHT,8 2 4,"1,291","$173,855"
03/08/2021,EVENING,3 1 8,"4,601","$732,420"
03/08/2021,MIDDAY,5 9 4,"1,406","$144,644"
03/07/2021,NIGHT,8 9 3,630,"$56,533"
03/07/2021,EVENING,3 0 5,"2,026","$284,939"
03/07/2021,MIDDAY,6 2 3,"2,037","$275,596"
03/06/2021,NIGHT,9 1 8,"1,409","$177,537"
03/06/2021,EVENING,8 6 4,"1,990","$190,269"
