DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/20/2018,EVENING,9 7 2,"2,314","$183,450"
12/20/2018,MIDDAY,8 5 1,"2,300","$183,787"
12/19/2018,NIGHT,8 0 2,830,"$88,461"
12/19/2018,EVENING,9 1 5,"2,309","$268,961"
12/19/2018,MIDDAY,4 9 1,"1,434","$113,673"
12/18/2018,NIGHT,3 7 6,813,"$77,880"
12/18/2018,EVENING,6 3 7,"1,737","$167,864"
12/18/2018,MIDDAY,2 1 3,"10,479","$1,087,755"
12/17/2018,NIGHT,4 5 5,645,"$98,873"
12/17/2018,EVENING,9 5 1,"2,213","$195,896"
12/17/2018,MIDDAY,2 4 9,"1,075","$85,401"
12/16/2018,NIGHT,8 3 9,541,"$51,899"
12/16/2018,EVENING,0 4 9,"1,776","$155,759"
12/16/2018,MIDDAY,7 4 8,896,"$93,674"
12/15/2018,NIGHT,7 7 9,457,"$65,868"
12/15/2018,EVENING,4 2 9,"1,464","$183,614"
12/15/2018,MIDDAY,7 6 5,"2,680","$294,295"
12/14/2018,NIGHT,9 9 5,424,"$71,421"
12/14/2018,EVENING,3 0 7,"1,400","$146,701"
12/14/2018,MIDDAY,5 4 1,"2,294","$183,028"
