DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/30/2022,EVENING,4 2 7,"6,429","$933,331"
09/30/2022,MIDDAY,6 1 3,"3,976","$400,321"
09/29/2022,NIGHT,9 2 7,"1,869","$239,142"
09/29/2022,EVENING,0 4 0,"1,675","$264,299"
09/29/2022,MIDDAY,8 1 6,"1,477","$166,529"
09/28/2022,NIGHT,6 9 9,411,"$61,107"
09/28/2022,EVENING,5 0 3,"2,476","$246,855"
09/28/2022,MIDDAY,8 4 2,"1,896","$148,977"
09/27/2022,NIGHT,2 2 4,"1,658","$286,760"
09/27/2022,EVENING,5 9 4,"1,487","$99,883"
09/27/2022,MIDDAY,9 7 5,"1,117","$108,061"
09/26/2022,NIGHT,3 1 4,"1,493","$171,881"
09/26/2022,EVENING,4 3 6,"1,389","$124,619"
09/26/2022,MIDDAY,2 4 2,"2,583","$381,417"
09/25/2022,NIGHT,4 8 3,481,"$45,735"
09/25/2022,EVENING,1 5 8,"2,223","$213,610"
09/25/2022,MIDDAY,6 9 9,678,"$94,759"
09/24/2022,NIGHT,1 5 4,"1,471","$142,391"
09/24/2022,EVENING,1 3 4,"2,350","$190,878"
09/24/2022,MIDDAY,0 6 6,"1,689","$258,078"
