DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/06/2021,MIDDAY,9 5 7,"1,821","$172,666"
03/05/2021,NIGHT,6 8 3,"1,106","$102,441"
03/05/2021,EVENING,5 0 3,"3,783","$366,176"
03/05/2021,MIDDAY,7 4 4,889,"$155,891"
03/04/2021,NIGHT,5 8 5,600,"$109,163"
03/04/2021,EVENING,3 9 4,"1,479","$120,572"
03/04/2021,MIDDAY,4 3 6,"1,757","$172,249"
03/03/2021,NIGHT,5 3 5,805,"$154,187"
03/03/2021,EVENING,6 1 8,"2,642","$356,254"
03/03/2021,MIDDAY,9 0 4,"1,780","$218,421"
03/02/2021,NIGHT,7 2 9,"1,381","$203,396"
03/02/2021,EVENING,3 8 3,861,"$147,072"
03/02/2021,MIDDAY,0 0 7,"1,361","$237,641"
03/01/2021,NIGHT,7 2 5,"1,634","$194,187"
03/01/2021,EVENING,5 6 2,"2,932","$271,893"
03/01/2021,MIDDAY,5 7 8,"1,709","$184,079"
02/28/2021,NIGHT,2 7 5,"1,335","$110,433"
02/28/2021,EVENING,5 8 6,"1,340","$116,852"
02/28/2021,MIDDAY,3 2 6,"2,654","$375,799"
02/27/2021,NIGHT,4 4 7,731,"$146,200"
