DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/22/2021,MIDDAY,9 6 0,"2,198","$160,627"
09/21/2021,NIGHT,3 3 9,584,"$86,629"
09/21/2021,EVENING,4 5 6,"2,526","$263,019"
09/21/2021,MIDDAY,4 3 3,"1,026","$118,848"
09/20/2021,NIGHT,2 3 0,"1,212","$93,651"
09/20/2021,EVENING,9 9 7,"1,049","$139,031"
09/20/2021,MIDDAY,0 7 7,796,"$96,111"
09/19/2021,NIGHT,8 4 7,637,"$56,700"
09/19/2021,EVENING,1 4 9,"2,006","$162,084"
09/19/2021,MIDDAY,9 6 3,"3,037","$300,053"
09/18/2021,NIGHT,1 7 5,"1,121","$97,242"
09/18/2021,EVENING,5 4 7,"1,535","$143,493"
09/18/2021,MIDDAY,9 2 1,"5,189","$550,720"
09/17/2021,NIGHT,6 4 8,"1,105","$116,275"
09/17/2021,EVENING,5 1 8,"2,779","$328,137"
09/17/2021,MIDDAY,1 4 4,"1,769","$273,383"
09/16/2021,NIGHT,5 3 7,"2,995","$251,857"
09/16/2021,EVENING,6 3 2,"2,707","$234,966"
09/16/2021,MIDDAY,5 7 1,"2,106","$182,691"
09/15/2021,NIGHT,5 5 9,657,"$99,575"
