DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/03/2020,EVENING,2 8 1,"4,664","$397,837"
05/03/2020,MIDDAY,2 7 1,"5,768","$428,872"
05/02/2020,NIGHT,8 4 0,"1,145","$99,350"
05/02/2020,EVENING,1 9 1,"5,340","$942,840"
05/02/2020,MIDDAY,0 4 7,"1,645","$124,920"
05/01/2020,NIGHT,1 0 6,"2,520","$360,986"
05/01/2020,EVENING,2 3 3,"3,941","$708,911"
05/01/2020,MIDDAY,3 1 2,"11,661","$1,225,457"
04/30/2020,NIGHT,3 8 6,"1,003","$156,639"
04/30/2020,EVENING,6 7 5,"3,493","$341,006"
04/30/2020,MIDDAY,9 3 3,917,"$154,020"
04/29/2020,NIGHT,8 1 1,"2,689","$562,699"
04/29/2020,EVENING,4 0 6,"2,376","$276,670"
04/29/2020,MIDDAY,2 0 8,"2,260","$348,955"
04/28/2020,NIGHT,8 9 9,810,"$128,252"
04/28/2020,EVENING,1 9 7,"2,190","$158,416"
04/28/2020,MIDDAY,8 6 1,"2,862","$247,052"
04/27/2020,NIGHT,5 7 3,"1,615","$128,652"
04/27/2020,EVENING,1 5 8,"2,271","$241,690"
04/27/2020,MIDDAY,0 6 9,"1,493","$129,510"
