DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
03/14/2022,EVENING,0 3 6,"2,459","$167,940"
03/14/2022,MIDDAY,3 5 6,"1,390","$123,932"
03/13/2022,NIGHT,0 1 6,"2,731","$205,515"
03/13/2022,EVENING,2 6 0,"1,764","$137,533"
03/13/2022,MIDDAY,1 5 1,"2,834","$440,183"
03/12/2022,NIGHT,6 4 3,"1,067","$114,094"
03/12/2022,EVENING,9 7 8,"3,872","$345,343"
03/12/2022,MIDDAY,9 0 4,"2,104","$244,437"
03/11/2022,NIGHT,0 3 1,"2,903","$164,900"
03/11/2022,EVENING,9 7 9,"1,403","$195,264"
03/11/2022,MIDDAY,8 4 7,"1,586","$135,859"
03/10/2022,NIGHT,8 3 4,"1,129","$109,109"
03/10/2022,EVENING,3 4 1,"3,035","$251,660"
03/10/2022,MIDDAY,5 0 1,"4,373","$449,494"
03/09/2022,NIGHT,5 6 7,"2,293","$261,223"
03/09/2022,EVENING,0 9 0,"2,158","$248,428"
03/09/2022,MIDDAY,4 8 8,"1,023","$161,672"
03/08/2022,NIGHT,9 9 0,"1,397","$190,395"
03/08/2022,EVENING,7 3 6,"1,504","$133,429"
03/08/2022,MIDDAY,0 9 1,"4,038","$269,563"
