DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/15/2022,NIGHT,7 9 8,"1,671","$122,569"
02/15/2022,EVENING,2 3 5,"2,381","$203,715"
02/15/2022,MIDDAY,7 1 7,"2,554","$531,142"
02/14/2022,NIGHT,1 2 6,"1,587","$163,107"
02/14/2022,EVENING,2 8 0,"1,895","$165,594"
02/14/2022,MIDDAY,4 9 4,901,"$120,039"
02/13/2022,NIGHT,8 4 5,"1,248","$139,278"
02/13/2022,EVENING,8 4 4,"1,209","$171,984"
02/13/2022,MIDDAY,7 8 4,759,"$62,649"
02/12/2022,NIGHT,7 2 3,"1,624","$211,808"
02/12/2022,EVENING,1 7 7,"2,488","$369,923"
02/12/2022,MIDDAY,2 0 0,"1,961","$297,548"
02/11/2022,NIGHT,5 0 4,"1,290","$145,029"
02/11/2022,EVENING,0 2 6,"2,526","$161,191"
02/11/2022,MIDDAY,3 6 1,"2,311","$168,904"
02/10/2022,NIGHT,5 0 9,957,"$83,792"
02/10/2022,EVENING,2 0 1,"8,570","$708,773"
02/10/2022,MIDDAY,5 6 7,"5,239","$621,507"
02/09/2022,NIGHT,2 2 2,"7,574","$1,806,693"
02/09/2022,EVENING,5 9 0,"1,825","$160,825"
