DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/26/2022,NIGHT,5 0 5,"1,937","$372,014"
05/26/2022,EVENING,7 3 9,"1,736","$161,656"
05/26/2022,MIDDAY,7 3 9,"1,557","$134,186"
05/25/2022,NIGHT,2 9 1,"4,075","$336,284"
05/25/2022,EVENING,6 1 8,"3,040","$387,268"
05/25/2022,MIDDAY,9 7 0,"1,789","$153,116"
05/24/2022,NIGHT,0 1 5,"1,719","$149,436"
05/24/2022,EVENING,7 0 4,"2,031","$232,560"
05/24/2022,MIDDAY,9 6 0,"2,445","$200,038"
05/23/2022,NIGHT,2 4 3,"2,353","$205,011"
05/23/2022,EVENING,1 3 0,"6,035","$563,842"
05/23/2022,MIDDAY,0 9 8,"1,591","$108,250"
05/22/2022,NIGHT,1 2 0,"3,684","$457,342"
05/22/2022,EVENING,3 0 6,"2,266","$244,174"
05/22/2022,MIDDAY,0 4 2,"1,591","$110,676"
05/21/2022,NIGHT,7 8 8,"1,083","$170,130"
05/21/2022,EVENING,1 9 4,"2,463","$153,852"
05/21/2022,MIDDAY,8 4 1,"1,887","$147,898"
05/20/2022,NIGHT,4 0 5,"1,404","$160,208"
05/20/2022,EVENING,8 0 9,"2,981","$307,039"
