DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/06/2022,MIDDAY,0 7 1,"1,997","$132,357"
12/05/2022,NIGHT,0 5 4,900,"$78,554"
12/05/2022,EVENING,3 8 3,"1,041","$147,325"
12/05/2022,MIDDAY,0 7 9,"1,741","$144,538"
12/04/2022,NIGHT,8 9 1,"1,403","$113,395"
12/04/2022,EVENING,4 2 7,"2,682","$324,504"
12/04/2022,MIDDAY,5 0 7,"1,733","$198,187"
12/03/2022,NIGHT,4 8 0,944,"$77,921"
12/03/2022,EVENING,1 1 9,"6,313","$992,523"
12/03/2022,MIDDAY,1 5 9,"4,280","$400,755"
12/02/2022,NIGHT,0 0 5,986,"$129,614"
12/02/2022,EVENING,1 9 1,"6,681","$1,025,565"
12/02/2022,MIDDAY,2 8 9,"2,027","$194,958"
12/01/2022,NIGHT,0 0 2,"1,335","$177,684"
12/01/2022,EVENING,5 6 1,"2,960","$237,196"
12/01/2022,MIDDAY,1 5 7,"2,006","$160,146"
11/30/2022,NIGHT,2 5 9,992,"$75,431"
11/30/2022,EVENING,4 4 8,752,"$109,583"
11/30/2022,MIDDAY,7 6 3,"1,083","$101,497"
11/29/2022,NIGHT,7 0 8,"1,028","$111,483"
