DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/29/2019,EVENING,8 9 9,"1,080","$173,895"
01/29/2019,MIDDAY,1 2 5,"3,303","$422,195"
01/28/2019,NIGHT,6 5 1,948,"$72,507"
01/28/2019,EVENING,5 2 9,"2,267","$449,327"
01/28/2019,MIDDAY,7 7 5,759,"$125,999"
01/27/2019,NIGHT,5 3 4,"1,161","$96,041"
01/27/2019,EVENING,3 3 9,749,"$117,491"
01/27/2019,MIDDAY,2 9 6,972,"$77,704"
01/26/2019,NIGHT,6 0 9,908,"$107,449"
01/26/2019,EVENING,7 0 3,"1,437","$157,047"
01/26/2019,MIDDAY,3 5 5,879,"$130,325"
01/25/2019,NIGHT,4 8 1,"1,025","$85,343"
01/25/2019,EVENING,5 9 9,807,"$132,319"
01/25/2019,MIDDAY,3 5 6,"1,403","$152,647"
01/24/2019,NIGHT,7 8 2,862,"$57,726"
01/24/2019,EVENING,8 3 3,940,"$138,124"
01/24/2019,MIDDAY,8 6 9,977,"$86,635"
01/23/2019,NIGHT,6 5 8,495,"$38,856"
01/23/2019,EVENING,9 4 3,"1,271","$122,945"
01/23/2019,MIDDAY,1 8 2,"2,017","$136,419"
