DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/03/2022,EVENING,3 1 2,"11,102","$1,210,169"
04/03/2022,MIDDAY,8 1 7,"2,642","$337,817"
04/02/2022,NIGHT,5 6 5,860,"$113,638"
04/02/2022,EVENING,9 4 6,"1,104","$79,649"
04/02/2022,MIDDAY,2 3 0,"3,592","$291,423"
04/01/2022,NIGHT,6 2 6,"2,543","$522,284"
04/01/2022,EVENING,0 6 5,"1,658","$121,709"
04/01/2022,MIDDAY,9 8 9,"1,548","$234,677"
03/31/2022,NIGHT,4 5 8,"1,012","$92,566"
03/31/2022,EVENING,7 6 6,"1,303","$148,054"
03/31/2022,MIDDAY,0 4 0,"1,641","$264,760"
03/30/2022,NIGHT,6 9 2,"1,614","$124,022"
03/30/2022,EVENING,9 7 9,"1,304","$192,492"
03/30/2022,MIDDAY,7 7 2,"1,525","$231,124"
03/29/2022,NIGHT,9 4 7,635,"$53,305"
03/29/2022,EVENING,5 7 3,"2,825","$210,489"
03/29/2022,MIDDAY,2 2 2,"11,477","$2,751,804"
03/28/2022,NIGHT,1 1 7,"2,777","$470,707"
03/28/2022,EVENING,0 3 9,"1,659","$113,357"
03/28/2022,MIDDAY,4 1 8,"2,080","$272,897"
