DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/29/2022,MIDDAY,9 7 7,"1,219","$188,112"
06/28/2022,NIGHT,7 5 3,"2,177","$204,798"
06/28/2022,EVENING,8 1 6,"2,256","$255,887"
06/28/2022,MIDDAY,4 5 2,"2,616","$231,741"
06/27/2022,NIGHT,5 0 7,"1,203","$132,097"
06/27/2022,EVENING,9 1 8,"1,884","$207,331"
06/27/2022,MIDDAY,5 2 0,"1,904","$201,771"
06/26/2022,NIGHT,7 6 1,"1,869","$159,633"
06/26/2022,EVENING,4 1 1,"2,022","$330,928"
06/26/2022,MIDDAY,2 8 8,"1,198","$187,439"
06/25/2022,NIGHT,9 0 5,"1,161","$127,319"
06/25/2022,EVENING,8 8 0,"2,584","$391,990"
06/25/2022,MIDDAY,8 4 5,"1,289","$103,902"
06/24/2022,NIGHT,9 8 9,"1,504","$265,446"
06/24/2022,EVENING,4 1 4,"4,073","$807,123"
06/24/2022,MIDDAY,7 4 7,907,"$139,696"
06/23/2022,NIGHT,9 2 8,"1,186","$128,412"
06/23/2022,EVENING,0 0 8,"1,595","$205,171"
06/23/2022,MIDDAY,5 3 4,"2,518","$241,228"
06/22/2022,NIGHT,8 0 7,"1,142","$117,687"
