DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/14/2021,MIDDAY,5 1 1,"3,231","$718,211"
02/13/2021,NIGHT,7 6 5,"1,837","$210,500"
02/13/2021,EVENING,1 7 4,"2,344","$182,517"
02/13/2021,MIDDAY,3 0 2,"2,592","$325,585"
02/12/2021,NIGHT,5 8 6,809,"$71,411"
02/12/2021,EVENING,5 4 1,"1,817","$151,745"
02/12/2021,MIDDAY,8 4 8,867,"$169,614"
02/11/2021,NIGHT,9 9 7,522,"$75,731"
02/11/2021,EVENING,7 3 4,"1,920","$189,990"
02/11/2021,MIDDAY,0 8 8,"1,896","$311,749"
02/10/2021,NIGHT,6 3 5,780,"$79,484"
02/10/2021,EVENING,4 2 5,"2,833","$443,456"
02/10/2021,MIDDAY,8 4 9,774,"$68,089"
02/09/2021,NIGHT,1 2 6,"3,241","$569,167"
02/09/2021,EVENING,5 1 2,"3,498","$329,459"
02/09/2021,MIDDAY,9 7 2,"1,544","$109,647"
02/08/2021,NIGHT,6 7 5,"1,974","$209,153"
02/08/2021,EVENING,4 1 8,"1,915","$266,405"
02/08/2021,MIDDAY,3 2 2,"2,498","$480,809"
02/07/2021,NIGHT,8 7 5,785,"$73,736"
