DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/17/2018,NIGHT,0 1 6,"1,589","$103,919"
04/17/2018,EVENING,2 0 2,"2,629","$537,994"
04/17/2018,MIDDAY,8 6 0,"1,820","$147,520"
04/16/2018,NIGHT,9 9 7,597,"$83,357"
04/16/2018,EVENING,8 7 7,"1,691","$246,817"
04/16/2018,MIDDAY,6 7 8,"2,191","$328,527"
04/15/2018,NIGHT,4 3 8,654,"$64,310"
04/15/2018,EVENING,4 3 1,"4,574","$452,656"
04/15/2018,MIDDAY,3 7 8,"1,077","$115,248"
04/14/2018,NIGHT,1 8 7,"1,390","$139,375"
04/14/2018,EVENING,8 8 2,974,"$143,939"
04/14/2018,MIDDAY,6 8 9,"1,301","$135,601"
04/13/2018,NIGHT,0 2 0,"1,036","$147,552"
04/13/2018,EVENING,0 5 1,"3,700","$249,943"
04/13/2018,MIDDAY,3 0 7,"2,047","$247,616"
04/12/2018,NIGHT,9 3 3,574,"$92,752"
04/12/2018,EVENING,3 4 2,"3,501","$291,141"
04/12/2018,MIDDAY,6 8 4,"1,761","$156,860"
04/11/2018,NIGHT,2 8 8,"1,224","$208,344"
04/11/2018,EVENING,3 8 9,"1,449","$177,491"
