DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/13/2018,NIGHT,4 7 2,"1,126","$91,305"
12/13/2018,EVENING,8 8 8,"9,845","$3,615,724"
12/13/2018,MIDDAY,1 1 6,"2,114","$424,622"
12/12/2018,NIGHT,2 8 0,"1,200","$100,984"
12/12/2018,EVENING,1 3 0,"4,628","$367,705"
12/12/2018,MIDDAY,8 1 0,"3,352","$423,894"
12/11/2018,NIGHT,7 0 3,738,"$88,256"
12/11/2018,EVENING,2 4 9,"1,969","$171,519"
12/11/2018,MIDDAY,9 4 1,"1,891","$161,103"
12/10/2018,NIGHT,5 0 3,983,"$88,906"
12/10/2018,EVENING,8 1 2,"3,678","$412,217"
12/10/2018,MIDDAY,6 4 4,780,"$106,170"
12/09/2018,NIGHT,5 0 0,886,"$210,897"
12/09/2018,EVENING,6 2 8,"2,290","$353,521"
12/09/2018,MIDDAY,7 7 4,817,"$119,007"
12/08/2018,NIGHT,0 3 0,926,"$164,579"
12/08/2018,EVENING,4 7 8,"1,455","$185,189"
12/08/2018,MIDDAY,2 9 9,"1,393","$237,392"
12/07/2018,NIGHT,9 3 2,889,"$76,115"
12/07/2018,EVENING,6 4 6,"1,088","$172,114"
