DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/13/2020,EVENING,3 6 6,978,"$184,567"
02/13/2020,MIDDAY,3 5 0,"1,773","$161,627"
02/12/2020,NIGHT,2 6 6,679,"$98,194"
02/12/2020,EVENING,9 0 6,"1,532","$164,425"
02/12/2020,MIDDAY,9 9 1,"1,339","$180,129"
02/11/2020,NIGHT,4 6 4,630,"$116,629"
02/11/2020,EVENING,4 0 4,"1,134","$227,113"
02/11/2020,MIDDAY,9 1 9,"1,192","$231,342"
02/10/2020,NIGHT,9 7 0,470,"$44,481"
02/10/2020,EVENING,8 5 5,"1,225","$216,167"
02/10/2020,MIDDAY,8 5 1,"1,593","$124,395"
02/09/2020,NIGHT,4 1 1,"1,161","$204,602"
02/09/2020,EVENING,6 0 9,"1,697","$220,133"
02/09/2020,MIDDAY,6 1 0,"2,325","$323,242"
02/08/2020,NIGHT,1 7 4,767,"$61,765"
02/08/2020,EVENING,0 9 0,"1,550","$210,308"
02/08/2020,MIDDAY,3 9 0,"2,213","$202,628"
02/07/2020,NIGHT,0 4 5,815,"$64,836"
02/07/2020,EVENING,9 8 2,"1,853","$147,515"
02/07/2020,MIDDAY,6 8 9,"1,114","$113,404"
