DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
05/02/2019,NIGHT,4 7 3,852,"$78,816"
05/02/2019,EVENING,1 3 8,"4,107","$458,444"
05/02/2019,MIDDAY,6 8 3,"1,547","$140,897"
05/01/2019,NIGHT,8 0 9,"1,116","$127,721"
05/01/2019,EVENING,2 4 8,"3,165","$327,648"
05/01/2019,MIDDAY,8 2 8,"1,760","$387,847"
04/30/2019,NIGHT,9 1 5,"1,167","$155,302"
04/30/2019,EVENING,7 6 2,"1,738","$161,268"
04/30/2019,MIDDAY,0 1 8,"3,621","$252,550"
04/29/2019,NIGHT,5 0 1,"2,151","$263,961"
04/29/2019,EVENING,4 5 0,"2,415","$215,180"
04/29/2019,MIDDAY,5 9 0,"1,169","$88,477"
04/28/2019,NIGHT,8 1 3,"2,003","$231,995"
04/28/2019,EVENING,8 9 2,"1,285","$90,999"
04/28/2019,MIDDAY,1 9 5,"1,954","$182,880"
04/27/2019,NIGHT,7 9 3,486,"$37,216"
04/27/2019,EVENING,1 4 6,"2,971","$272,515"
04/27/2019,MIDDAY,4 7 5,984,"$77,757"
04/26/2019,NIGHT,5 6 9,794,"$99,584"
04/26/2019,EVENING,2 8 1,"3,137","$200,050"
