DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/01/2023,NIGHT,3 1 6,"2,818","$459,325"
01/01/2023,EVENING,3 8 1,"2,884","$219,560"
01/01/2023,MIDDAY,1 5 8,"1,973","$192,289"
12/31/2022,NIGHT,2 6 1,"1,691","$122,230"
12/31/2022,EVENING,0 3 1,"6,069","$444,700"
12/31/2022,MIDDAY,7 5 5,"1,168","$165,277"
12/30/2022,NIGHT,1 1 8,"3,254","$603,447"
12/30/2022,EVENING,1 1 5,"3,063","$561,098"
12/30/2022,MIDDAY,4 3 2,"3,449","$305,762"
12/29/2022,NIGHT,7 8 7,951,"$136,794"
12/29/2022,EVENING,5 8 8,"1,024","$154,099"
12/29/2022,MIDDAY,6 8 9,"1,118","$118,008"
12/28/2022,NIGHT,0 2 1,"7,347","$560,597"
12/28/2022,EVENING,2 1 1,"13,983","$2,532,422"
12/28/2022,MIDDAY,5 1 1,"2,635","$458,767"
12/27/2022,NIGHT,5 2 8,"1,813","$210,859"
12/27/2022,EVENING,1 9 1,"3,334","$441,245"
12/27/2022,MIDDAY,0 8 5,"1,371","$92,940"
12/26/2022,NIGHT,0 0 0,"5,749","$1,390,952"
12/26/2022,EVENING,2 5 7,"2,270","$240,187"
