DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/25/2020,NIGHT,1 9 1,"2,983","$486,473"
06/25/2020,EVENING,0 7 3,"2,539","$176,242"
06/25/2020,MIDDAY,0 0 7,"1,635","$310,248"
06/24/2020,NIGHT,8 7 5,"1,260","$127,943"
06/24/2020,EVENING,6 0 9,"2,889","$410,974"
06/24/2020,MIDDAY,6 6 7,993,"$151,178"
06/23/2020,NIGHT,7 5 9,"1,149","$110,152"
06/23/2020,EVENING,0 4 4,"1,353","$212,089"
06/23/2020,MIDDAY,9 2 2,"2,793","$661,995"
06/22/2020,NIGHT,7 1 9,"1,104","$138,071"
06/22/2020,EVENING,0 9 5,"1,896","$142,740"
06/22/2020,MIDDAY,5 8 5,565,"$82,837"
06/21/2020,NIGHT,0 4 4,"1,051","$206,371"
06/21/2020,EVENING,3 2 6,"3,021","$385,351"
06/21/2020,MIDDAY,5 9 2,"1,597","$130,125"
06/20/2020,NIGHT,1 3 5,"2,232","$204,166"
06/20/2020,EVENING,2 6 7,"2,322","$199,300"
06/20/2020,MIDDAY,3 1 3,"4,911","$1,232,727"
06/19/2020,NIGHT,2 8 5,"1,867","$184,837"
06/19/2020,EVENING,1 9 7,"2,183","$172,058"
