DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
07/06/2018,NIGHT,9 2 9,616,"$116,707"
07/06/2018,EVENING,0 9 8,"2,764","$213,098"
07/06/2018,MIDDAY,4 1 5,"3,244","$348,881"
07/05/2018,NIGHT,5 4 4,884,"$138,595"
07/05/2018,EVENING,8 5 9,995,"$89,837"
07/05/2018,MIDDAY,8 1 2,"3,507","$455,086"
07/04/2018,NIGHT,6 3 8,567,"$55,351"
07/04/2018,EVENING,1 5 1,"2,238","$355,398"
07/04/2018,MIDDAY,4 3 8,"1,321","$117,623"
07/03/2018,NIGHT,6 0 9,"1,247","$167,412"
07/03/2018,EVENING,5 9 8,"1,346","$109,836"
07/03/2018,MIDDAY,9 9 4,645,"$93,143"
07/02/2018,NIGHT,3 7 9,977,"$105,743"
07/02/2018,EVENING,3 5 3,"1,155","$199,052"
07/02/2018,MIDDAY,7 3 8,"1,197","$102,729"
07/01/2018,NIGHT,5 4 3,"1,352","$150,726"
07/01/2018,EVENING,0 9 7,"1,746","$140,986"
07/01/2018,MIDDAY,8 9 1,"1,590","$118,188"
06/30/2018,NIGHT,5 6 0,"1,070","$96,651"
06/30/2018,EVENING,8 9 7,"7,761","$707,229"
