DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/11/2018,EVENING,5 0 5,"1,011","$161,350"
09/11/2018,MIDDAY,8 3 0,"1,510","$131,385"
09/10/2018,NIGHT,9 2 3,"1,211","$184,898"
09/10/2018,EVENING,9 0 9,"2,108","$418,534"
09/10/2018,MIDDAY,7 2 7,"1,245","$253,020"
09/09/2018,NIGHT,8 7 6,"1,176","$140,707"
09/09/2018,EVENING,4 3 1,"3,676","$331,412"
09/09/2018,MIDDAY,5 3 3,574,"$76,650"
09/08/2018,NIGHT,2 6 0,905,"$82,279"
09/08/2018,EVENING,0 9 6,"1,586","$100,064"
09/08/2018,MIDDAY,0 0 7,"1,265","$197,587"
09/07/2018,NIGHT,1 3 7,"2,337","$230,700"
09/07/2018,EVENING,0 3 7,"2,329","$181,839"
09/07/2018,MIDDAY,4 3 0,"1,935","$239,204"
09/06/2018,NIGHT,7 1 7,"1,746","$422,078"
09/06/2018,EVENING,9 2 4,"2,060","$276,266"
09/06/2018,MIDDAY,1 8 7,"3,087","$403,061"
09/05/2018,NIGHT,0 4 9,"1,171","$121,452"
09/05/2018,EVENING,0 0 1,"4,608","$638,525"
09/05/2018,MIDDAY,7 6 3,"1,153","$120,609"
