DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
04/04/2018,EVENING,1 2 1,"5,170","$1,029,709"
04/04/2018,MIDDAY,7 0 8,"1,651","$176,862"
04/03/2018,NIGHT,3 7 3,798,"$143,808"
04/03/2018,EVENING,4 8 3,"1,783","$137,208"
04/03/2018,MIDDAY,8 0 3,"2,093","$223,151"
04/02/2018,NIGHT,4 3 0,"1,025","$103,524"
04/02/2018,EVENING,8 7 3,"1,774","$178,104"
04/02/2018,MIDDAY,2 7 2,"1,888","$302,663"
04/01/2018,NIGHT,4 2 1,"3,439","$520,433"
04/01/2018,EVENING,2 7 4,"1,753","$140,340"
04/01/2018,MIDDAY,7 8 6,"2,622","$218,821"
03/31/2018,NIGHT,4 0 9,"1,131","$215,338"
03/31/2018,EVENING,9 0 1,"5,226","$530,595"
03/31/2018,MIDDAY,1 1 3,"6,373","$1,461,684"
03/30/2018,NIGHT,6 8 1,"1,068","$77,300"
03/30/2018,EVENING,0 5 5,"1,604","$236,552"
03/30/2018,MIDDAY,6 4 0,"2,437","$220,743"
03/29/2018,NIGHT,5 6 4,"1,333","$158,161"
03/29/2018,EVENING,9 2 0,"1,655","$180,122"
03/29/2018,MIDDAY,6 5 7,"2,007","$169,311"
