DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
10/01/2018,EVENING,2 1 7,"4,846","$561,036"
10/01/2018,MIDDAY,5 4 5,875,"$138,565"
09/30/2018,NIGHT,1 0 2,"1,631","$173,903"
09/30/2018,EVENING,8 4 7,"1,029","$93,200"
09/30/2018,MIDDAY,5 2 3,121,"$10,486"
09/29/2018,NIGHT,4 5 8,754,"$70,213"
09/29/2018,EVENING,8 7 7,847,"$113,578"
09/29/2018,MIDDAY,0 6 3,"1,471","$115,000"
09/28/2018,NIGHT,3 7 0,897,"$68,559"
09/28/2018,EVENING,4 6 2,"2,487","$199,252"
09/28/2018,MIDDAY,0 3 6,"1,527","$109,621"
09/27/2018,NIGHT,4 4 3,458,"$60,720"
09/27/2018,EVENING,1 8 8,"1,152","$202,846"
09/27/2018,MIDDAY,9 1 5,"3,066","$527,007"
09/26/2018,NIGHT,7 5 6,"1,264","$110,860"
09/26/2018,EVENING,6 1 5,"2,275","$301,062"
09/26/2018,MIDDAY,4 1 3,"2,997","$423,858"
09/25/2018,NIGHT,5 4 1,921,"$79,136"
09/25/2018,EVENING,1 2 4,"3,467","$349,496"
09/25/2018,MIDDAY,0 8 7,"1,106","$84,020"
