DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
01/26/2022,NIGHT,2 1 4,"3,178","$328,119"
01/26/2022,EVENING,5 0 4,"2,266","$249,222"
01/26/2022,MIDDAY,3 6 5,"1,075","$107,243"
01/25/2022,NIGHT,1 0 2,"3,239","$273,772"
01/25/2022,EVENING,3 0 4,"1,851","$181,081"
01/25/2022,MIDDAY,1 3 5,"2,835","$239,850"
01/24/2022,NIGHT,2 0 0,"1,141","$179,988"
01/24/2022,EVENING,1 9 8,"1,888","$162,783"
01/24/2022,MIDDAY,6 5 3,"1,283","$117,994"
01/23/2022,NIGHT,4 6 9,491,"$50,153"
01/23/2022,EVENING,0 2 8,"1,733","$109,822"
01/23/2022,MIDDAY,8 7 3,"1,161","$118,795"
01/22/2022,NIGHT,1 9 1,"2,952","$419,173"
01/22/2022,EVENING,1 3 4,"3,556","$288,033"
01/22/2022,MIDDAY,3 3 7,"2,520","$490,777"
01/21/2022,NIGHT,7 9 8,"4,180","$414,542"
01/21/2022,EVENING,8 8 9,"1,262","$161,562"
01/21/2022,MIDDAY,5 7 3,"2,308","$168,772"
01/20/2022,NIGHT,5 0 0,"1,399","$272,905"
01/20/2022,EVENING,6 1 9,"2,397","$282,793"
