DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/18/2019,EVENING,2 4 7,"1,881","$182,181"
02/18/2019,MIDDAY,2 6 9,"1,159","$107,108"
02/17/2019,NIGHT,2 2 4,"1,066","$199,407"
02/17/2019,EVENING,6 0 0,"1,254","$259,231"
02/17/2019,MIDDAY,6 5 5,741,"$106,486"
02/16/2019,NIGHT,2 6 1,"2,379","$178,903"
02/16/2019,EVENING,8 3 4,"1,601","$159,212"
02/16/2019,MIDDAY,3 9 0,"1,623","$129,515"
02/15/2019,NIGHT,4 8 4,471,"$77,522"
02/15/2019,EVENING,0 8 0,"1,085","$160,701"
02/15/2019,MIDDAY,6 3 3,"1,029","$155,344"
02/14/2019,NIGHT,6 4 5,"1,604","$213,145"
02/14/2019,EVENING,1 8 5,"2,062","$192,767"
02/14/2019,MIDDAY,6 0 1,"2,075","$199,625"
02/13/2019,NIGHT,4 9 0,733,"$68,459"
02/13/2019,EVENING,6 4 4,905,"$128,487"
02/13/2019,MIDDAY,6 7 8,"2,494","$324,820"
02/12/2019,NIGHT,1 6 4,"1,727","$154,352"
02/12/2019,EVENING,6 1 5,"2,049","$240,840"
02/12/2019,MIDDAY,0 5 9,"1,044","$80,836"
