DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
10/05/2021,EVENING,1 4 0,"4,470","$354,187"
10/05/2021,MIDDAY,0 1 1,"9,987","$1,412,822"
10/04/2021,NIGHT,1 1 9,"7,111","$1,152,219"
10/04/2021,EVENING,8 5 5,"1,076","$161,873"
10/04/2021,MIDDAY,9 2 0,"2,188","$249,391"
10/03/2021,NIGHT,2 3 7,940,"$75,418"
10/03/2021,EVENING,6 8 8,"1,281","$187,606"
10/03/2021,MIDDAY,4 0 6,"1,516","$149,867"
10/02/2021,NIGHT,5 6 8,"1,679","$159,920"
10/02/2021,EVENING,2 1 1,"7,514","$1,232,560"
10/02/2021,MIDDAY,3 8 9,"1,228","$120,581"
10/01/2021,NIGHT,3 5 4,"1,628","$130,281"
10/01/2021,EVENING,1 7 4,"3,273","$240,201"
10/01/2021,MIDDAY,8 5 0,"1,938","$162,140"
09/30/2021,NIGHT,0 4 8,926,"$64,339"
09/30/2021,EVENING,0 0 7,"1,994","$318,129"
09/30/2021,MIDDAY,2 7 1,"5,929","$443,128"
09/29/2021,NIGHT,0 7 7,733,"$98,886"
09/29/2021,EVENING,1 7 8,"2,469","$191,107"
09/29/2021,MIDDAY,2 8 5,"2,633","$259,684"
