DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
09/08/2021,NIGHT,1 4 8,"1,305","$111,240"
09/08/2021,EVENING,9 5 0,"1,590","$128,748"
09/08/2021,MIDDAY,9 8 2,"2,023","$171,500"
09/07/2021,NIGHT,4 7 5,"1,111","$102,771"
09/07/2021,EVENING,3 6 4,"1,295","$118,053"
09/07/2021,MIDDAY,5 2 0,"2,098","$239,284"
09/06/2021,NIGHT,7 9 7,545,"$60,831"
09/06/2021,EVENING,9 4 4,744,"$110,005"
09/06/2021,MIDDAY,2 5 5,"1,742","$300,114"
09/05/2021,NIGHT,5 6 0,983,"$80,654"
09/05/2021,EVENING,6 3 7,"1,619","$133,426"
09/05/2021,MIDDAY,0 1 7,"2,245","$178,470"
09/04/2021,NIGHT,0 1 0,"7,689","$1,264,091"
09/04/2021,EVENING,8 3 2,"2,743","$209,525"
09/04/2021,MIDDAY,3 2 0,"2,525","$276,864"
09/03/2021,NIGHT,3 2 4,"2,810","$308,075"
09/03/2021,EVENING,4 8 6,"1,608","$132,374"
09/03/2021,MIDDAY,9 1 5,"5,698","$866,216"
09/02/2021,NIGHT,4 6 8,"1,207","$131,652"
09/02/2021,EVENING,0 9 1,"5,654","$367,227"
