DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
12/26/2022,MIDDAY,4 8 1,"1,599","$124,867"
12/25/2022,NIGHT,3 9 4,361,"$32,732"
12/25/2022,EVENING,2 2 8,"1,450","$245,083"
12/25/2022,MIDDAY,1 0 4,"2,082","$266,291"
12/24/2022,NIGHT,7 7 2,600,"$83,461"
12/24/2022,EVENING,6 8 9,"1,751","$192,942"
12/24/2022,MIDDAY,9 2 5,"2,010","$271,718"
12/23/2022,NIGHT,5 6 9,644,"$62,615"
12/23/2022,EVENING,4 8 5,"1,526","$129,671"
12/23/2022,MIDDAY,8 8 5,896,"$142,786"
12/22/2022,NIGHT,0 6 2,"1,080","$102,513"
12/22/2022,EVENING,4 6 7,"3,038","$413,063"
12/22/2022,MIDDAY,5 4 1,"1,630","$122,482"
12/21/2022,NIGHT,1 7 4,"1,498","$126,307"
12/21/2022,EVENING,4 9 9,672,"$94,833"
12/21/2022,MIDDAY,9 2 1,"3,877","$405,152"
12/20/2022,NIGHT,8 4 5,897,"$90,303"
12/20/2022,EVENING,7 2 0,"1,785","$217,136"
12/20/2022,MIDDAY,9 9 4,738,"$116,881"
12/19/2022,NIGHT,8 1 8,"2,281","$471,288"
