DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
06/22/2022,EVENING,9 2 7,"4,386","$464,066"
06/22/2022,MIDDAY,2 4 4,"1,672","$229,433"
06/21/2022,NIGHT,9 5 2,"1,446","$117,304"
06/21/2022,EVENING,7 2 8,"3,125","$398,599"
06/21/2022,MIDDAY,0 1 0,"6,015","$880,673"
06/20/2022,NIGHT,9 8 7,"2,844","$283,031"
06/20/2022,EVENING,7 9 6,"3,262","$230,901"
06/20/2022,MIDDAY,5 2 3,"2,647","$306,378"
06/19/2022,NIGHT,9 7 4,642,"$56,821"
06/19/2022,EVENING,6 1 3,"3,119","$386,228"
06/19/2022,MIDDAY,9 9 7,"1,052","$157,649"
06/18/2022,NIGHT,9 1 2,"1,881","$192,134"
06/18/2022,EVENING,4 8 3,"1,414","$123,745"
06/18/2022,MIDDAY,4 5 9,"1,248","$121,343"
06/17/2022,NIGHT,3 2 6,"1,775","$216,760"
06/17/2022,EVENING,7 0 7,"1,728","$278,154"
06/17/2022,MIDDAY,5 6 6,"1,369","$177,625"
06/16/2022,NIGHT,3 4 3,"1,079","$163,297"
06/16/2022,EVENING,0 6 2,"1,642","$112,346"
06/16/2022,MIDDAY,9 6 8,"1,148","$100,216"
