DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
08/15/2018,NIGHT,6 4 7,948,"$103,289"
08/15/2018,EVENING,6 7 3,"1,033","$84,144"
08/15/2018,MIDDAY,8 5 6,"1,865","$198,222"
08/14/2018,NIGHT,9 5 5,471,"$76,227"
08/14/2018,EVENING,4 1 9,"3,396","$666,416"
08/14/2018,MIDDAY,3 2 9,"1,686","$217,759"
08/13/2018,NIGHT,0 7 0,431,"$60,610"
08/13/2018,EVENING,4 5 8,"1,381","$143,041"
08/13/2018,MIDDAY,1 1 2,"3,808","$654,326"
08/12/2018,NIGHT,3 6 2,"1,108","$80,276"
08/12/2018,EVENING,0 6 7,"1,017","$75,012"
08/12/2018,MIDDAY,3 4 0,"1,573","$154,253"
08/11/2018,NIGHT,8 3 0,"1,285","$128,676"
08/11/2018,EVENING,3 8 2,"2,002","$153,141"
08/11/2018,MIDDAY,9 0 6,"2,301","$283,550"
08/10/2018,NIGHT,9 8 6,961,"$91,152"
08/10/2018,EVENING,6 7 9,"4,612","$530,643"
08/10/2018,MIDDAY,7 0 6,"1,871","$249,230"
08/09/2018,NIGHT,8 5 9,612,"$52,656"
08/09/2018,EVENING,1 7 4,"2,622","$201,569"
