DATE,DRAW,WINNING NUMBERS,WINNERS,TOTAL PAYOUT
02/23/2018,EVENING,5 7 5,"1,219","$195,950"
02/23/2018,MIDDAY,4 6 2,"3,372","$296,448"
02/22/2018,NIGHT,7 8 0,751,"$60,906"
02/22/2018,EVENING,8 3 1,"3,293","$337,915"
02/22/2018,MIDDAY,6 6 7,"1,058","$165,398"
02/21/2018,NIGHT,5 4 0,745,"$77,399"
02/21/2018,EVENING,5 9 2,"1,739","$135,521"
02/21/2018,MIDDAY,7 2 7,"1,170","$240,173"
02/20/2018,NIGHT,5 0 3,862,"$73,276"
02/20/2018,EVENING,1 5 4,"1,873","$135,032"
02/20/2018,MIDDAY,9 3 6,"1,462","$113,876"
02/19/2018,NIGHT,8 9 2,827,"$58,447"
02/19/2018,EVENING,0 4 2,"1,326","$86,796"
02/19/2018,MIDDAY,4 8 3,765,"$61,004"
02/18/2018,NIGHT,7 0 9,576,"$90,446"
02/18/2018,EVENING,8 6 3,"1,298","$118,643"
02/18/2018,MIDDAY,4 1 1,"3,447","$772,930"
02/17/2018,NIGHT,5 4 9,725,"$67,379"
02/17/2018,EVENING,6 5 9,"1,802","$294,997"
02/17/2018,MIDDAY,8 9 6,"1,355","$118,731"
